159,-0.51,0.4998999899979995
303,-0.46,0.49839743177508444
456,-0.61,0.4877499359302879
594,-0.46,0.49839743177508444
727,-0.43,0.4950757517794625
911,-0.54,0.49839743177508444
1063,-0.5,0.5
1223,-0.52,0.49959983987187184
1381,-0.48,0.49959983987187184
1582,-0.55,0.49749371855331
1738,-0.46,0.49839743177508444
1932,-0.57,0.4950757517794625
2106,-0.51,0.4998999899979995
2317,-0.59,0.49183330509431744
2557,-0.56,0.4963869458396343
2825,-0.63,0.4828043081829324
3022,-0.39,0.4877499359302879
3282,-0.54,0.49839743177508444
3546,-0.49,0.4998999899979995
3752,-0.47,0.49909918853871116
4040,-0.53,0.49909918853871116
4385,-0.43,0.4950757517794625
4688,-0.43,0.4950757517794625
5167,-0.57,0.4950757517794625
5481,-0.46,0.49839743177508444
5915,-0.37,0.5942221806698232
8605,0.23,1.4889929482707431
