151,-0.45,0.49749371855331004
297,-0.42,0.49355850717012273
438,-0.57,0.4950757517794625
590,-0.42,0.49355850717012273
748,-0.45,0.49749371855331004
937,-0.58,0.4935585071701227
1093,-0.48,0.4995998398718718
1263,-0.51,0.49989998999799945
1433,-0.52,0.4995998398718718
1604,-0.51,0.49989998999799945
1806,-0.55,0.4974937185533099
1993,-0.57,0.49507575177946245
2206,-0.51,0.49989998999799945
2441,-0.62,0.48538644398046393
2645,-0.61,0.4877499359302879
2851,-0.41,0.49183330509431744
3069,-0.51,0.4998999899979995
3283,-0.52,0.4995998398718718
3525,-0.44,0.49638694583963433
3800,-0.54,0.49839743177508444
4036,-0.44,0.4963869458396343
4373,-0.52,0.4995998398718718
4672,-0.54,0.49839743177508444
4978,-0.47,0.49909918853871116
5298,-0.45,0.49749371855331
5899,-0.54,0.49839743177508444
6698,-0.52,0.4995998398718718
