156,-0.52,0.4995998398718718
295,-0.52,0.4995998398718718
429,-0.5,0.5
575,-0.51,0.4998999899979995
727,-0.52,0.49959983987187184
880,-0.44,0.49638694583963433
1037,-0.46,0.49839743177508444
1189,-0.43,0.4950757517794625
1368,-0.5,0.5
1539,-0.58,0.49355850717012273
1694,-0.45,0.49749371855331004
1871,-0.47,0.4990991885387111
2043,-0.56,0.4963869458396343
2235,-0.55,0.49749371855331
2405,-0.4,0.4898979485566356
2630,-0.58,0.49355850717012273
2859,-0.49,0.4998999899979995
3078,-0.51,0.49989998999799945
3297,-0.52,0.4995998398718718
3516,-0.43,0.4950757517794625
3786,-0.55,0.49749371855331
4045,-0.53,0.49909918853871116
4361,-0.55,0.49749371855331
4677,-0.55,0.4974937185533099
